Filtered prefixes @ https://lg.ix.br | ASN | AS-NAME | AS Rank | Source | Country | PeeringDB link
20644 | 6939 | HURRICANE | 6 | ARIN | US | https://www.peeringdb.com/asn/6939
7719 | 16735 | ALGAR TELECOM SA | 26 | LACNIC | BR | https://www.peeringdb.com/asn/16735
2608 | 14840 | BR.Digital Provider | 57 | LACNIC | BR | https://www.peeringdb.com/asn/14840
1607 | 52320 | GlobeNet Cabos Submarinos Colombia | 29 | LACNIC | CO | https://www.peeringdb.com/asn/52320
1435 | 53062 | ALT|GGNET TELECOM BACKBONE | 74 | LACNIC | BR | https://www.peeringdb.com/asn/53062
1413 | 271253 | LINK BRASIL TELECOMUNICACOES LTDA | 147 | LACNIC | BR | https://www.peeringdb.com/asn/271253
1260 | 1031 | PEER1-1031 | 45 | ARIN | US | https://www.peeringdb.com/asn/1031
1117 | 37468 | ANGOLA-CABLES | 24 | AFRINIC | AO | https://www.peeringdb.com/asn/37468
1074 | 13786 | SEABORN | 18 | ARIN | US | https://www.peeringdb.com/asn/13786
1058 | 7195 | EDGEUNO S.A.S | 22 | LACNIC | CO | https://www.peeringdb.com/asn/7195
916 | 61832 | DB3 SERVICOS DE TELECOMUNICACOES S.A | 68 | LACNIC | BR | https://www.peeringdb.com/asn/61832
890 | 61568 | ALOO TELECOM - FSF TECNOLOGIA SA | 72 | LACNIC | BR | https://www.peeringdb.com/asn/61568
850 | 267613 | ELETRONET S.A. | 85 | LACNIC | BR | https://www.peeringdb.com/asn/267613
830 | 14868 | Ligga Telecomunicacoes S.A. | 669 | LACNIC | BR | https://www.peeringdb.com/asn/14868
706 | 262589 | SAMM TECNOLOGIA E TELECOMUNICACOES S.A | 83 | LACNIC | BR | https://www.peeringdb.com/asn/262589
666 | 52468 | UFINET PANAMA S.A. | 39 | LACNIC | PA | https://www.peeringdb.com/asn/52468
627 | 28598 | DB3 SERVICOS DE TELECOMUNICACOES S.A | 201 | LACNIC | BR | https://www.peeringdb.com/asn/28598
595 | 263009 | FORTE TELECOM LTDA. | 184 | LACNIC | BR | https://www.peeringdb.com/asn/263009
592 | 28330 | -Reserved AS- | 8649 |  |  | https://www.peeringdb.com/asn/28330
472 | 269194 | ST1 INTERNET | 271 | LACNIC | BR | https://www.peeringdb.com/asn/269194
426 | 28573 | Claro NXT Telecomunicacoes Ltda | 12328 | LACNIC | BR | https://www.peeringdb.com/asn/28573
421 | 35280 | F5 - F5 Networks SARL | 181 | RIPE | FR | https://www.peeringdb.com/asn/35280
420 | 21574 | Century Telecom Ltda | 320 | LACNIC | BR | https://www.peeringdb.com/asn/21574
374 | 9498 | BBIL-AP BHARTI Airtel Ltd. | 21 | APNIC | IN | https://www.peeringdb.com/asn/9498
374 | 264409 | GRUPO YAX | 79 | LACNIC | BR | https://www.peeringdb.com/asn/264409
343 | 53427 | TGLOBAL-NETWORKS | 323 | ARIN | US | https://www.peeringdb.com/asn/53427
320 | 28326 | Total Telecom Ltda | 2522 | LACNIC | BR | https://www.peeringdb.com/asn/28326
302 | 266445 | SEA TELECOM LTDA | 751 | LACNIC | BR | https://www.peeringdb.com/asn/266445
302 | 53013 | W I X NET DO BRASIL LTDA - ME | 424 | LACNIC | BR | https://www.peeringdb.com/asn/53013
264 | 263966 | WORLD WIFI TELECOMUNICACOES LTDA - ME | 542 | LACNIC | BR | https://www.peeringdb.com/asn/263966
260 | 262355 | VSX Networks | 278 | LACNIC | BR | https://www.peeringdb.com/asn/262355
252 | 15830 | EQUINIX - Equinix (EMEA) Acquisition Enterprises B.V. | 61 | RIPE | NL | https://www.peeringdb.com/asn/15830
250 | 262740 | VELOO NET LTDA | 549 | LACNIC | BR | https://www.peeringdb.com/asn/262740
243 | 262847 | DBUG TELECOM LTDA | 586 | LACNIC | BR | https://www.peeringdb.com/asn/262847
228 | 265377 | FLASH NET TELECOMUNICACOES LTDA - ME | 697 | LACNIC | BR | https://www.peeringdb.com/asn/265377
204 | 272273 | SFR Solucoes em Tecnologia da Informacao Ltda | 78320 | LACNIC | BR | https://www.peeringdb.com/asn/272273
196 | 52965 | 1TELECOM SERVICOS DE TECNOLOGIA EM INTERNET LTDA | 153 | LACNIC | BR | https://www.peeringdb.com/asn/52965
170 | 32787 | PROLEXIC-TECHNOLOGIES-DDOS-MITIGATION-NETWORK | 86 | ARIN | US | https://www.peeringdb.com/asn/32787
169 | 53087 | TELY Ltda. | 195 | LACNIC | BR | https://www.peeringdb.com/asn/53087
168 | 53065 | Opcao Telecom | 570 | LACNIC | BR | https://www.peeringdb.com/asn/53065
166 | 262374 | FAZZY INTERNET | 6529 | LACNIC | BR | https://www.peeringdb.com/asn/262374
162 | 28329 | Megatelecom Telecomunicacoes Ltda | 146 | LACNIC | BR | https://www.peeringdb.com/asn/28329
161 | 262713 | LIDERI TELECOM | 6663 | LACNIC | BR | https://www.peeringdb.com/asn/262713
157 | 262476 | PROVEDOR BRCENTRAL.NET LTDA | 554 | LACNIC | BR | https://www.peeringdb.com/asn/262476
156 | 269096 | NORTH TELECOMUNICACOES EIRELI | 254 | LACNIC | BR | https://www.peeringdb.com/asn/269096
141 | 23106 | AMERICAN TOWER DO BRASIL-COMUNICACAO MULTIMIDIA LT | 227 | LACNIC | BR | https://www.peeringdb.com/asn/23106
138 | 19551 | INCAPSULA | 283 | ARIN | US | https://www.peeringdb.com/asn/19551
128 | 22381 | Megatelecom Telecomunicacoes Ltda | 109 | LACNIC | BR | https://www.peeringdb.com/asn/22381
126 | 22356 | Durand do Brasil Ltda | 19 | LACNIC | BR | https://www.peeringdb.com/asn/22356
122 | 53115 | ISPX Solucoes em Telecomunicacoes SPE Ltda | 541 | LACNIC | BR | https://www.peeringdb.com/asn/53115
121 | 7162 | Universo Online S.A. | 269 | LACNIC | BR | https://www.peeringdb.com/asn/7162
120 | 264984 | CLICKIP PROVEDORES DE ACESSO LTDA | 1538 | LACNIC | BR | https://www.peeringdb.com/asn/264984
113 | 263903 | INFORBARRA TELECOM | 246 | LACNIC | BR | https://www.peeringdb.com/asn/263903
106 | 11802 | Centro de Informatica e Automacao do Estado de SC | 8690 | LACNIC | BR | https://www.peeringdb.com/asn/11802
88 | 52872 | VOANET Telecomunicacoes Ltda. | 364 | LACNIC | BR | https://www.peeringdb.com/asn/52872
80 | 1916 | Rede Nacional de Ensino e Pesquisa | 503 | LACNIC | BR | https://www.peeringdb.com/asn/1916
80 | 263444 | Open X Tecnologia Ltda | 142 | LACNIC | BR | https://www.peeringdb.com/asn/263444
77 | 28624 | PROVEDORA CMA INTERNET LTDA | 1944 | LACNIC | BR | https://www.peeringdb.com/asn/28624
77 | 262287 | Latitude.sh LTDA | 806 | LACNIC | BR | https://www.peeringdb.com/asn/262287
77 | 264329 | ESTRATEGIA REDES DE TELECOMUNICACOES LTDA | 962 | LACNIC | BR | https://www.peeringdb.com/asn/264329
76 | 265269 | MEGA TELE INFORMATICA | 334 | LACNIC | BR | https://www.peeringdb.com/asn/265269
74 | 271042 | BOT INTERNET E SERVICOS DE TELECOMUNICACOES LTDA | 1652 | LACNIC | BR | https://www.peeringdb.com/asn/271042
73 | 265061 | MIRIANE ARAUJO LIMA DE OLIVEIRA - ME | 1191 | LACNIC | BR | https://www.peeringdb.com/asn/265061
72 | 53181 | K2 Telecom e Multimidia LTDA ME | 216 | LACNIC | BR | https://www.peeringdb.com/asn/53181
72 | 262999 | IVI TECNOLOGIA E COMUNICACAO LTDA | 767 | LACNIC | BR | https://www.peeringdb.com/asn/262999
71 | 28220 | Alares Cabo Servicos de Telecomunicacoes S.A. | 452 | LACNIC | BR | https://www.peeringdb.com/asn/28220
71 | 52873 | Softdados Telecomunicacoes | 232 | LACNIC | BR | https://www.peeringdb.com/asn/52873
70 | 28146 | MHNET TELECOM | 244 | LACNIC | BR | https://www.peeringdb.com/asn/28146
69 | 52984 | CS-NET Informatica e Tecnologia Ltda. | 22680 | LACNIC | BR | https://www.peeringdb.com/asn/52984
68 | 6057 | Administracion Nacional de Telecomunicaciones | 169 | LACNIC | UY | https://www.peeringdb.com/asn/6057
68 | 28368 | SOBRALNET SERVICOS E TELECOMUNICACOES LTDA - ME | 208 | LACNIC | BR | https://www.peeringdb.com/asn/28368
67 | 263880 | WANTEL TECNOLOGIA LTDA. EPP | 856 | LACNIC | BR | https://www.peeringdb.com/asn/263880
65 | 52925 | Ascenty Data Centers e Telecomunicacoes SA | 257 | LACNIC | BR | https://www.peeringdb.com/asn/52925
65 | 267121 | ATPlus Telecom | 2675 | LACNIC | BR | https://www.peeringdb.com/asn/267121
64 | 267460 | -Reserved AS- | 5604 |  |  | https://www.peeringdb.com/asn/267460
62 | 53047 | Intercol Servicos de Internet Ltda | 6585 | LACNIC | BR | https://www.peeringdb.com/asn/53047
62 | 268624 | Gamers Club Ltda | 813 | LACNIC | BR | https://www.peeringdb.com/asn/268624
60 | 28663 | FLYS INTERATIVA LTDA | 197 | LACNIC | BR | https://www.peeringdb.com/asn/28663
58 | 28198 | SEMPRE TELECOMUNICACOES LTDA | 618 | LACNIC | BR | https://www.peeringdb.com/asn/28198
58 | 264247 | Maila Networks | 36101 | LACNIC | BR | https://www.peeringdb.com/asn/264247
54 | 52554 | S. A. da Silva Junior | 466 | LACNIC | BR | https://www.peeringdb.com/asn/52554
53 | 269719 | GN TELECOM | 2706 | LACNIC | BR | https://www.peeringdb.com/asn/269719
52 | 28669 | America-NET Ltda. | 2275 | LACNIC | BR | https://www.peeringdb.com/asn/28669
51 | 28258 | VERO S.A | 882 | LACNIC | BR | https://www.peeringdb.com/asn/28258
51 | 265171 | SITELBRA LTDA | 4265 | LACNIC | BR | https://www.peeringdb.com/asn/265171
50 | 17222 | MUNDIVOX DO BRASIL LTDA | 600 | LACNIC | BR | https://www.peeringdb.com/asn/17222
50 | 274464 | NA | NA | NA | NA | https://www.peeringdb.com/asn/274464
48 | 266446 | ITJSC SERVICOS DE COMUNICACAO E SOLUCOES LTDA | 5478 | LACNIC | BR | https://www.peeringdb.com/asn/266446
45 | 61745 | NBS TELECOM | 961 | LACNIC | BR | https://www.peeringdb.com/asn/61745
45 | 263432 | CORPORATIVA TELECOMUNICACOES EIRELI ME | 627 | LACNIC | BR | https://www.peeringdb.com/asn/263432
45 | 264096 | RG PROVIDER LTDA ME | 5223 | LACNIC | BR | https://www.peeringdb.com/asn/264096
45 | 266167 | CELERIX TECNOLOGIA DE TELECOMUNICACOES LTDA | 785 | LACNIC | BR | https://www.peeringdb.com/asn/266167
43 | 266435 | THE FIBER INTERNET BANDA LARGA | 5524 | LACNIC | BR | https://www.peeringdb.com/asn/266435
42 | 61591 | WESTLINK TECNOLOGIA E COMUNICACAO LTDA. - ME | 2210 | LACNIC | BR | https://www.peeringdb.com/asn/61591
42 | 262734 | TUX NET SERVICOS DE INFORMATICA LTDA | 2354 | LACNIC | BR | https://www.peeringdb.com/asn/262734
42 | 53235 | Companhia de Geracao Termica de Energia Eletrica | 34475 | LACNIC | BR | https://www.peeringdb.com/asn/53235
40 | 52842 | FUSAONET COMUNICACAO E INFORMATICA LTDA | 3211 | LACNIC | BR | https://www.peeringdb.com/asn/52842
40 | 266925 | UPIX NETWORKS | 33843 | LACNIC | BR | https://www.peeringdb.com/asn/266925
39 | 268696 | Tuddo Internet Ltda. | 388 | LACNIC | BR | https://www.peeringdb.com/asn/268696
37 | 61678 | NETWAY INFORMATICA LTDA | 1105 | LACNIC | BR | https://www.peeringdb.com/asn/61678
37 | 263073 | DTEL TELECOM | 566 | LACNIC | BR | https://www.peeringdb.com/asn/263073
36 | 263482 | Megalink Servicos Ltda | 938 | LACNIC | BR | https://www.peeringdb.com/asn/263482
36 | 266181 | GOLDEN LINK | 764 | LACNIC | BR | https://www.peeringdb.com/asn/266181
35 | 52771 | GIGA BYTE TELECOMUNICACOES LTDA | 2868 | LACNIC | BR | https://www.peeringdb.com/asn/52771
35 | 262316 | Ateky Internet Eireli Me | 9027 | LACNIC | BR | https://www.peeringdb.com/asn/262316
35 | 266129 | LOCALLINK TELECOMUNICACOES LTDA - ME | 1329 | LACNIC | BR | https://www.peeringdb.com/asn/266129
35 | 266131 | LINKABR TELECOM SPE LTDA | 2177 | LACNIC | BR | https://www.peeringdb.com/asn/266131
34 | 61610 | ELEA DATA CENTERS | 2995 | LACNIC | BR | https://www.peeringdb.com/asn/61610
34 | 263998 | Machado & Mascarelo Sonorizacao Ltda | 1245 | LACNIC | BR | https://www.peeringdb.com/asn/263998
34 | 265038 | TELFO SERVICO DE TELECOMUNICACOES LTDA | 426 | LACNIC | BR | https://www.peeringdb.com/asn/265038
34 | 262367 | SW COMERCIO E SERVICOS DE COMUNICACAO MULTIMIDIA | 26298 | LACNIC | BR | https://www.peeringdb.com/asn/262367
33 | 28260 | ALTA REDE CORPORATE NETWORK TELECOM LTDA - EPP | 333 | LACNIC | BR | https://www.peeringdb.com/asn/28260
32 | 40850 | AS-UPIX-40850 | 553 | ARIN | US | https://www.peeringdb.com/asn/40850
32 | 266520 | VOOB TELECOM | 1041 | LACNIC | BR | https://www.peeringdb.com/asn/266520
32 | 267469 | W8 Telecom Ltda - ME | 547 | LACNIC | BR | https://www.peeringdb.com/asn/267469
32 | 262537 | -Reserved AS- | NA | NA | NA | https://www.peeringdb.com/asn/262537
32 | 262878 | Apn - Processamento de Dados e Solucoes em Interne | 26638 | LACNIC | BR | https://www.peeringdb.com/asn/262878
31 | 28656 | BTT TELECOMUNICACOES S.A. | 4997 | LACNIC | BR | https://www.peeringdb.com/asn/28656
31 | 262757 | Insidesign Tecnologia Ltda EPP | 18073 | LACNIC | BR | https://www.peeringdb.com/asn/262757
30 | 28158 | Ampernet Telecomunicacoes Ltda | 645 | LACNIC | BR | https://www.peeringdb.com/asn/28158
30 | 262979 | LINE TELECOM LTDA | 9430 | LACNIC | BR | https://www.peeringdb.com/asn/262979
30 | 271562 | WT NET COMUNICACAO LTDA | 31090 | LACNIC | BR | https://www.peeringdb.com/asn/271562
30 | 396509 | LETSCLOUD | 36101 | ARIN | US | https://www.peeringdb.com/asn/396509
30 | 262519 | BIA PADUA INTERNET E S.C.M. LTDA | 20134 | LACNIC | BR | https://www.peeringdb.com/asn/262519
30 | 268018 | DB3 SERVICOS DE TELECOMUNICACOES S.A | 6444 | LACNIC | BR | https://www.peeringdb.com/asn/268018
28 | 23764 | CTGNET CTGNet | 64 | APNIC | HK | https://www.peeringdb.com/asn/23764
28 | 52758 | Global Network Telecomunicacoes do Brasil Ltda. | 5228 | LACNIC | BR | https://www.peeringdb.com/asn/52758
28 | 262468 | Natel Telecom Ltda. - ME | 1246 | LACNIC | BR | https://www.peeringdb.com/asn/262468
28 | 264562 | P3 Telecom LTDA | 1987 | LACNIC | BR | https://www.peeringdb.com/asn/264562
27 | 53102 | S.I. TELECOM. SERVICOS DE TELEFONIA LTDA EPP | 1853 | LACNIC | BR | https://www.peeringdb.com/asn/53102
27 | 53237 | TELECOMUNICACOES BRASILEIRAS S. A. - TELEBRAS | 1355 | LACNIC | BR | https://www.peeringdb.com/asn/53237
27 | 262503 | WIKI TELECOMUNICACOES EIRELI | 499 | LACNIC | BR | https://www.peeringdb.com/asn/262503
27 | 263661 | BRASIL DIGITAL SERVICOS DE INFORMATICA E COMERCIO | 1985 | LACNIC | BR | https://www.peeringdb.com/asn/263661
26 | 10310 | YAHOO-1 | 1002 | ARIN | US | https://www.peeringdb.com/asn/10310
26 | 265937 | Alianca TecnoinfoLtda | 2690 | LACNIC | BR | https://www.peeringdb.com/asn/265937
26 | 263400 | NEONET SERVICO COMUNICACAO MULTIMIDIA LTDA | 2905 | LACNIC | BR | https://www.peeringdb.com/asn/263400
25 | 265169 | MEGA TELECON PROVEDOR DE INTERNET LTDA ME | 7042 | LACNIC | BR | https://www.peeringdb.com/asn/265169
24 | 13335 | CLOUDFLARENET | 71 | ARIN | US | https://www.peeringdb.com/asn/13335
24 | 274652 | STARTLINK TELECOM | 78320 | LACNIC | BR | https://www.peeringdb.com/asn/274652
23 | 262352 | NOVA TELECOM LTDA | 1773 | LACNIC | BR | https://www.peeringdb.com/asn/262352
23 | 265080 | AD TELECOM | 1421 | LACNIC | BR | https://www.peeringdb.com/asn/265080
23 | 268581 | QNAX LTDA | 4238 | LACNIC | BR | https://www.peeringdb.com/asn/268581
22 | 14282 | PERSIS TELECOM | 1358 | LACNIC | BR | https://www.peeringdb.com/asn/14282
22 | 52720 | WEBFOCO TELECOMUNICACOES LTDA | 727 | LACNIC | BR | https://www.peeringdb.com/asn/52720
22 | 263276 | BBG TELECOM LTDA | 506 | LACNIC | BR | https://www.peeringdb.com/asn/263276
22 | 263327 | ONLINE TELECOMUNICACOES LTDA | 636 | LACNIC | BR | https://www.peeringdb.com/asn/263327
22 | 270706 | LAN TELECOM INTERNET BANDA LARGA LTDA | 2465 | LACNIC | BR | https://www.peeringdb.com/asn/270706
21 | 263077 | RazaoInfo Internet Ltda | 3069 | LACNIC | BR | https://www.peeringdb.com/asn/263077
21 | 264598 | DELTA TELECOM | 1659 | LACNIC | BR | https://www.peeringdb.com/asn/264598
21 | 266460 | NetGo Telecomunicacoes do Brasil | 1662 | LACNIC | BR | https://www.peeringdb.com/asn/266460
21 | 270817 | Gigante Net Group Inf Ltda | 9464 | LACNIC | BR | https://www.peeringdb.com/asn/270817
21 | 271255 | PEER TELECOM LTDA | 5201 | LACNIC | BR | https://www.peeringdb.com/asn/271255
20 | 28176 | Quick Soft tecnologia da Informacao S.A | 21308 | LACNIC | BR | https://www.peeringdb.com/asn/28176
20 | 36040 | YOUTUBE | 17210 | ARIN | US | https://www.peeringdb.com/asn/36040
20 | 52573 | Une Telecom Ltda | 223 | LACNIC | BR | https://www.peeringdb.com/asn/52573
20 | 262907 | BRASIL TECPAR | AMIGO | AVATO | 266 | LACNIC | BR | https://www.peeringdb.com/asn/262907
20 | 28615 | Televisao Cidade SA | 14405 | LACNIC | BR | https://www.peeringdb.com/asn/28615
20 | 61872 | INUV PROVEDOR DE INTERNET LTDA | 9407 | LACNIC | BR | https://www.peeringdb.com/asn/61872
19 | 27720 | CITTA TELECOM LTDA | 6565 | LACNIC | BR | https://www.peeringdb.com/asn/27720
18 | 265282 | DOMINA NET TELECOM | 10642 | LACNIC | BR | https://www.peeringdb.com/asn/265282
18 | 272701 | ULTRANET LTDA | 7159 | LACNIC | BR | https://www.peeringdb.com/asn/272701
18 | 61758 | TOP NET SERVICOS LTDA | 1548 | LACNIC | BR | https://www.peeringdb.com/asn/61758
17 | 52901 | MINAS TELECOM | 1420 | LACNIC | BR | https://www.peeringdb.com/asn/52901
16 | 28283 | Adylnet Telecom | 164 | LACNIC | BR | https://www.peeringdb.com/asn/28283
16 | 52696 | JTR DA SILVA TECNOLOGIA ME | 1967 | LACNIC | BR | https://www.peeringdb.com/asn/52696
16 | 262688 | MHNET TELECOM | 2654 | LACNIC | BR | https://www.peeringdb.com/asn/262688
16 | 263292 | L E M TELECOMUNICACOES LTDA -ME | 18965 | LACNIC | BR | https://www.peeringdb.com/asn/263292
16 | 263537 | Via Fibra Internet Banda Larga EIRELI | 21435 | LACNIC | BR | https://www.peeringdb.com/asn/263537
16 | 271689 | AGE TELECOMUNICACOES LTDA | 9156 | LACNIC | BR | https://www.peeringdb.com/asn/271689
15 | 52531 | G6 Internet | 2258 | LACNIC | BR | https://www.peeringdb.com/asn/52531
15 | 263237 | PowerHost Telecom SPA | 433 | LACNIC | CL | https://www.peeringdb.com/asn/263237
15 | 265975 | INTEREDE TELECOM | 3574 | LACNIC | BR | https://www.peeringdb.com/asn/265975
15 | 266097 | YUHOO NET | 44909 | LACNIC | BR | https://www.peeringdb.com/asn/266097
15 | 269153 | Conecte Telecom | 5025 | LACNIC | BR | https://www.peeringdb.com/asn/269153
14 | 28126 | BRISANET SERVICOS DE TELECOMUNICACOES S.A | 402 | LACNIC | BR | https://www.peeringdb.com/asn/28126
14 | 28343 | UNIFIQUE TELECOMUNICACOES SA | 408 | LACNIC | BR | https://www.peeringdb.com/asn/28343
14 | 28604 | Globo Comunicacao e Participacoes SA | 16008 | LACNIC | BR | https://www.peeringdb.com/asn/28604
14 | 28670 | CST SERVICOS DE INFORMATICA E CALL CENTER LTDA. | 6579 | LACNIC | BR | https://www.peeringdb.com/asn/28670
14 | 61888 | GFT COMERCIO DE TELEFONIA E COMUNICACAO LTDA | 1798 | LACNIC | BR | https://www.peeringdb.com/asn/61888
14 | 264496 | Fibralink LTDA | 3382 | LACNIC | BR | https://www.peeringdb.com/asn/264496
14 | 264525 | Coelho Tecnologia | 1247 | LACNIC | BR | https://www.peeringdb.com/asn/264525
14 | 265041 | INFOTEL ENGENHARIA & TELECOMUNICACOES SCM LTDA | 6853 | LACNIC | BR | https://www.peeringdb.com/asn/265041
14 | 265434 | DELTA FIBRA | 4664 | LACNIC | BR | https://www.peeringdb.com/asn/265434
14 | 266192 | LP PROVEDORA DE INTERNET E INSTALACOES DE REDES TE | 4007 | LACNIC | BR | https://www.peeringdb.com/asn/266192
14 | 268404 | DIGITAL VIRTUAL LTDA - ME | 5354 | LACNIC | BR | https://www.peeringdb.com/asn/268404
14 | 52845 | -Reserved AS- | 39617 |  |  | https://www.peeringdb.com/asn/52845
13 | 61614 | 67 TELECOM | 1654 | LACNIC | BR | https://www.peeringdb.com/asn/61614
13 | 262812 | K.H.D. SILVESTRI E CIA LTDA | 3945 | LACNIC | BR | https://www.peeringdb.com/asn/262812
13 | 263080 | GTi TELECOMUNICACOES SA | 1071 | LACNIC | BR | https://www.peeringdb.com/asn/263080
13 | 264120 | G20 Telecomunicacoes Ltda | 1324 | LACNIC | BR | https://www.peeringdb.com/asn/264120
13 | 264596 | ALFA TELECOMUNICACOES | 33264 | LACNIC | BR | https://www.peeringdb.com/asn/264596
13 | 265178 | FOX TELECOM INTERNET LTDA | 6886 | LACNIC | BR | https://www.peeringdb.com/asn/265178
13 | 274642 | TELECOMUNICACOES BRASILIA LTDA | 78320 | LACNIC | BR | https://www.peeringdb.com/asn/274642
12 | 28173 | Dinamica Telecomunicacoes Ltda | 711 | LACNIC | BR | https://www.peeringdb.com/asn/28173
12 | 28186 | ITS TELECOMUNICACOES LTDA | 434 | LACNIC | BR | https://www.peeringdb.com/asn/28186
12 | 28640 | VIPWay Telecomunicacoes Ltda | 14914 | LACNIC | BR | https://www.peeringdb.com/asn/28640
12 | 52657 | NORTE TELECOMUNICACOES SERVICOS DE INTERNET LTDA | 2640 | LACNIC | BR | https://www.peeringdb.com/asn/52657
12 | 61592 | FORTLINK INTERNET CORPORATIVA | 1017 | LACNIC | BR | https://www.peeringdb.com/asn/61592
12 | 262417 | UltraTelecom Provedora de Internet | 1782 | LACNIC | BR | https://www.peeringdb.com/asn/262417
12 | 262474 | ALTERNA TELECOMUNICACOES E CONECTIVIDADE LTDA EPP | 1992 | LACNIC | BR | https://www.peeringdb.com/asn/262474
12 | 262761 | Sinal Br Telecom Ltda | 471 | LACNIC | BR | https://www.peeringdb.com/asn/262761
12 | 263484 | J E Provedor de Rede de Comunicacao Ltda | 2639 | LACNIC | BR | https://www.peeringdb.com/asn/263484
12 | 264996 | SERVLINK TELECOM LTDA - ME | 872 | LACNIC | BR | https://www.peeringdb.com/asn/264996
12 | 268463 | LOG INFORMATICA LTDA | 33525 | LACNIC | BR | https://www.peeringdb.com/asn/268463
12 | 269597 | STALKER ENGENHARIA EIRELI | 3533 | LACNIC | BR | https://www.peeringdb.com/asn/269597
12 | 270804 | R DE OLIVEIRA COMUNICACOES | 7044 | LACNIC | BR | https://www.peeringdb.com/asn/270804
12 | 272549 | Connect LP - SERVICO DE COMUNICACAO MULTIMIDIA LTD | 6951 | LACNIC | BR | https://www.peeringdb.com/asn/272549
12 | 273683 | ALLREDE TELECOM LTDA | 562 | LACNIC | BR | https://www.peeringdb.com/asn/273683
12 | 265369 | C-ComTelecom Servios Ltda-ME | 9110 | LACNIC | BR | https://www.peeringdb.com/asn/265369
12 | 270365 | Voicecorp Telecomunicacoes Ltda | 59296 | LACNIC | BR | https://www.peeringdb.com/asn/270365
12 | 263396 | BK Telecomunicacoes LTDA | 2932 | LACNIC | BR | https://www.peeringdb.com/asn/263396
12 | 265348 | INTERVIXTELECOM EIRELI ME | 7109 | LACNIC | BR | https://www.peeringdb.com/asn/265348
11 | 7049 | Silica Networks Argentina S.A. | 162 | LACNIC | AR | https://www.peeringdb.com/asn/7049
11 | 52941 | SPACE NETWORK | 1544 | LACNIC | BR | https://www.peeringdb.com/asn/52941
11 | 264997 | Direct Telecom Ltda | 591 | LACNIC | BR | https://www.peeringdb.com/asn/264997
11 | 265147 | UP Fibra | 1525 | LACNIC | BR | https://www.peeringdb.com/asn/265147
11 | 266240 | A2 TELECOM EIRELI - ME | 1474 | LACNIC | BR | https://www.peeringdb.com/asn/266240
11 | 267256 | ONETIS TECNOLOGIA LTDA | 2215 | LACNIC | BR | https://www.peeringdb.com/asn/267256
11 | 268568 | IMPLANTAR TELECOM SOCIEDADE LIMITADA | 1645 | LACNIC | BR | https://www.peeringdb.com/asn/268568
11 | 268925 | TELLCORP - TELECOMUNICACOES CORPORATIVAS LTDA | 1213 | LACNIC | BR | https://www.peeringdb.com/asn/268925
11 | 270664 | A K C PROV DE ACESSO AS REDES DE TEL. E INF EIRELI | 1547 | LACNIC | BR | https://www.peeringdb.com/asn/270664
10 | 52840 | AVA TELECOMUNICACOES LTDA | 651 | LACNIC | BR | https://www.peeringdb.com/asn/52840
10 | 52999 | START TELECOM LTDA | 2334 | LACNIC | BR | https://www.peeringdb.com/asn/52999
10 | 262493 | -Reserved AS- | 658 |  |  | https://www.peeringdb.com/asn/262493
10 | 264127 | EMITEL - Empresa de Informatica e Telecom. LTDA | 1282 | LACNIC | BR | https://www.peeringdb.com/asn/264127
10 | 264293 | Smart Solucoes em Telecomunicacoes | 907 | LACNIC | BR | https://www.peeringdb.com/asn/264293
10 | 264940 | InfoTelecom Banda Larga | 33627 | LACNIC | BR | https://www.peeringdb.com/asn/264940
10 | 267163 | IDEALNET FIBRA | 7054 | LACNIC | BR | https://www.peeringdb.com/asn/267163
10 | 270340 | NETCOM TELECOMUNICACOES LTDA | 1107 | LACNIC | BR | https://www.peeringdb.com/asn/270340
10 | 52900 | BRASIL TECPAR | AMIGO | AVATO | 814 | LACNIC | BR | https://www.peeringdb.com/asn/52900
10 | 273670 | CITmax - CIT SERVICOS E INTERNET LTDA | 78320 | LACNIC | BR | https://www.peeringdb.com/asn/273670
10 | 262789 | -Reserved AS- | NA | NA | NA | https://www.peeringdb.com/asn/262789
9 | 3303 | SWISSCOM - Swisscom (Schweiz) AG | 81 | RIPE | CH | https://www.peeringdb.com/asn/3303
9 | 52527 | IWNET TELECOM LTDA ME | 2691 | LACNIC | BR | https://www.peeringdb.com/asn/52527
9 | 262459 | Osirnet Info Telecom Ltda. | 2642 | LACNIC | BR | https://www.peeringdb.com/asn/262459
9 | 262691 | CONECTA LTDA. | 6023 | LACNIC | BR | https://www.peeringdb.com/asn/262691
9 | 263641 | TCF Telecomunicacoes Campo Florido Ltda | 3983 | LACNIC | BR | https://www.peeringdb.com/asn/263641
9 | 264544 | SUPER NOVA TELECOM LTDA | 2906 | LACNIC | BR | https://www.peeringdb.com/asn/264544
9 | 264949 | REAL LINK PROVEDOR DE INTERNET EIRELI | 3224 | LACNIC | BR | https://www.peeringdb.com/asn/264949
9 | 265019 | NEX TELECOM LTDA ME | 2916 | LACNIC | BR | https://www.peeringdb.com/asn/265019
9 | 266013 | Moratec Equipamentos | 5516 | LACNIC | BR | https://www.peeringdb.com/asn/266013
9 | 266931 | RE Servicos de Comunicacao Multimidia | 525 | LACNIC | BR | https://www.peeringdb.com/asn/266931
